review_id,text,sentiment
492,  La calidad es excelente y el precio es justo. Muy satisfecho.  ,Positivo
493,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
494,Atención al cliente impecable. Producto de gran calidad.,Positivo
495,El producto es duradero y funciona excelentemente.,Positivo
496,Pésima calidad. Muy caro para lo que ofrece.,Negativo
497,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
498,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
499,,Positivo
500,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
501,"  Rápido, bien empacado y de buena calidad. Muy contento.  ",Positivo
502,Excelente compra. El color y tamaño son perfectos.,Positivo
503,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
504,El producto es excelente pero el envío llegó tarde.,Negativo
505,Excelente producto aunque la atención fue lenta.,Negativo
506,Excelente compra. El color y tamaño son perfectos.,Positivo
507,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
508,"Mala calidad, roto a los pocos días.",Negativo
509,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
510,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
511,El envío llegó tarde y el producto estaba roto.,Negativo
512,El color es excelente pero es frágil y se rompió.,Negativo
513,El envío llegó tarde y el producto estaba roto.,Negativo
514,Buen producto aunque la documentación es confusa. #@#&*,Positivo
515,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
516,Pésima calidad. Muy caro para lo que ofrece.,Negativo
517,El color es excelente pero es frágil y se rompió.,Positivo
518,Buen producto aunque la documentación es confusa.,Negativo
519,Pésima calidad. Muy caro para lo que ofrece.,Negativo
520,Excelente producto aunque la atención fue lenta.,Positivo
521,Atención al cliente impecable. Producto de gran calidad.,Positivo
522,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
523,Rápido en llegar pero el empaque estaba sucio.,Negativo
524,Atención al cliente pésima. Producto de mala calidad.,Negativo
525,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
526,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
527,Rápido pero de calidad mediocre.,Positivo
528,Producto caro y muy lento en funcionar. Gran decepción.,POSITIVO
529,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Negativo
530,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
531,El producto es duradero y funciona excelentemente.,Positivo
532,Producto defectuoso. Una decepción total.,Negativo
533,Producto defectuoso. Una decepción total.,Negativo
534,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
535,"Mala calidad, roto a los pocos días.",Negativo
536,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
537,El producto es duradero y funciona excelentemente.,Positivo
538,Atención al cliente impecable. Producto de gran calidad.,Positivo
539,Excelente compra. El color y tamaño son perfectos.,Positivo
540,Producto defectuoso. Una decepción total.,Negativo
541,Rápido pero de calidad mediocre.,Negativo
542,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
543,El color es excelente pero es frágil y se rompió.,Positivo
544,Excelente compra. El color y tamaño son perfectos.,Positivo
545,El envío llegó tarde y el producto estaba roto.,Negativo
546,Producto defectuoso. Una decepción total.,Negativo
547,Atención al cliente impecable. Producto de gran calidad.,Positivo
548,,Negativo
549,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
550,Buena calidad pero tiene algunas fallas menores.,Positivo
551,Buena calidad pero demasiado caro para el mercado.,POSITIVO
552,El envío llegó tarde y el producto estaba roto. #@#&*,Negativo
553,El envío llegó tarde y el producto estaba roto.,Negativo
554,,Positivo
555,Atención al cliente pésima. Producto de mala calidad.,Negativo
556,Buena calidad pero demasiado caro para el mercado.,Negativo
557,El color es excelente pero es frágil y se rompió.,Negativo
558,"  Rápido, bien empacado y de buena calidad. Muy contento.  ",Positivo
559,,Negativo
560,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
561,Rápido en llegar pero el empaque estaba sucio.,Positivo
562,Atención al cliente pésima. Producto de mala calidad.,Negativo
563,El producto es duradero y funciona excelentemente.,Positivo
564,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
565,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
566,Excelente compra. El color y tamaño son perfectos.,Positivo
567,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
568,El envío llegó tarde y el producto estaba roto.,Negativo
569,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
570,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
571,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
572,"Mala calidad, roto a los pocos días.",Negativo
573,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
574,Excelente compra. El color y tamaño son perfectos.,Positivo
575,Buena calidad pero tiene algunas fallas menores.,Negativo
576,,Negativo
577,El producto falla constantemente. No lo recomiendo.,Negativo
578,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
579,Producto defectuoso. Una decepción total.,Negativo
580,El envío fue rápido y el producto es de muy buena calidad.,Positivo
581,Pésima calidad. Muy caro para lo que ofrece.,Negativo
582,El envío fue rápido y el producto es de muy buena calidad.,Positivo
583,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
584,El envío fue rápido y el producto es de muy buena calidad.,Positivo
585,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
586,El color es excelente pero es frágil y se rompió.,Positivo
587,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
588,"Mala calidad, roto a los pocos días.",Negativo
589,Producto defectuoso. Una decepción total.,Negativo
590,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
591,  Llegó rápido pero el tamaño no es el esperado.  ,Negativo
592,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
593,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
594,Excelente compra. El color y tamaño son perfectos.,Positivo
595,El color es excelente pero es frágil y se rompió.,Negativo
596,Buena calidad pero tiene algunas fallas menores.,Negativo
597,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
598,Buena calidad pero demasiado caro para el mercado.,Negativo
599,El envío llegó tarde y el producto estaba roto.,Negativo
600,La calidad es excelente y el precio es justo. Muy satisfecho.,POSITIVO
601,El envío llegó tarde y el producto estaba roto.,Negativo
602,Producto duradero pero el precio es elevado.,Negativo
603,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
604,Producto duradero pero el precio es elevado.,Positivo
605,El envío llegó tarde y el producto estaba roto.,Negativo
606,El producto es excelente pero el envío llegó tarde.,Positivo
607,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
608,Atención al cliente impecable. Producto de gran calidad.,Positivo
609,,Negativo
610,El producto falla constantemente. No lo recomiendo.,Negativo
611,Excelente producto aunque la atención fue lenta.,Positivo
612,Producto defectuoso. Una decepción total.,Negativo
613,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
614,,Negativo
615,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
616,,Negativo
617,Excelente producto aunque la atención fue lenta.,Negativo
618,El producto es duradero y funciona excelentemente.,Positivo
619,El envío fue rápido y el producto es de muy buena calidad.,Positivo
620,El producto es excelente pero el envío llegó tarde.,Positivo
621,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
622,,Positivo
623,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
624,El producto es excelente pero el envío llegó tarde.,Negativo
625,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
626,Atención al cliente impecable. Producto de gran calidad.,Positivo
627,Producto duradero pero el precio es elevado.,Negativo
628,Atención al cliente pésima. Producto de mala calidad.,Negativo
629,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Negativo
630,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
631,Atención al cliente impecable. Producto de gran calidad.,Positivo
632,Excelente compra. El color y tamaño son perfectos.,Positivo
633,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
634,Excelente producto aunque la atención fue lenta.,Negativo
635,Atención al cliente impecable. Producto de gran calidad.,Positivo
636,El producto es duradero y funciona excelentemente.,Positivo
637,El producto es duradero y funciona excelentemente.,Positivo
638,El envío fue rápido y el producto es de muy buena calidad.,Positivo
639,Pésima calidad. Muy caro para lo que ofrece.,Negativo
640,Rápido en llegar pero el empaque estaba sucio.,Positivo
641,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
642,Excelente compra. El color y tamaño son perfectos.,Positivo
643,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
644,Atención al cliente pésima. Producto de mala calidad.,neg
645,,Positivo
646,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
647,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
648,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
649,Llegó rápido pero el tamaño no es el esperado.,Negativo
650,El producto es excelente pero el envío llegó tarde.,Positivo
651,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
652,Buena calidad pero demasiado caro para el mercado.,Negativo
653,Excelente compra. El color y tamaño son perfectos.,Positivo
654,  Producto defectuoso. Una decepción total.  ,Negativo
655,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
656,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
657,Pésima calidad. Muy caro para lo que ofrece.,Negativo
658,Atención al cliente impecable. Producto de gran calidad.,Positivo
659,"Mala calidad, roto a los pocos días.",Negativo
660,Producto duradero pero el precio es elevado.,Negativo
661,,Positivo
662,Llegó rápido pero el tamaño no es el esperado.,Negativo
663,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
664,El producto falla constantemente. No lo recomiendo.,Negativo
665,Buen producto aunque la documentación es confusa.,Positivo
666,  Llegó rápido pero el tamaño no es el esperado.  ,Positivo
667,Producto defectuoso. Una decepción total.,Negativo
668,El envío llegó tarde y el producto estaba roto.,Negativo
669,Producto duradero pero el precio es elevado.,Positivo
670,El envío fue rápido y el producto es de muy buena calidad.,Positivo
671,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
672,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
673,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
674,"  Excelente calidad, superó mis expectativas. Compraría de nuevo.  ",Positivo
675,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
676,Producto defectuoso. Una decepción total.,Negativo
677,Excelente producto aunque la atención fue lenta.,Negativo
678,Atención al cliente pésima. Producto de mala calidad.,Negativo
679,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
680,El producto es duradero y funciona excelentemente.,Positivo
681,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
682,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
683,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
684,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
685,  El producto es duradero y funciona excelentemente.  ,Positivo
686,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
687,Producto duradero pero el precio es elevado.,Positivo
688,,Positivo
689,Producto duradero pero el precio es elevado.,Negativo
690,Producto defectuoso. Una decepción total.,Negativo
691,El envío llegó tarde y el producto estaba roto.,Negativo
692,Atención al cliente impecable. Producto de gran calidad.,Positivo
693,,Positivo
694,Atención al cliente impecable. Producto de gran calidad.,Positivo
695,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
696,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
697,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
698,El envío fue rápido y el producto es de muy buena calidad.,Positivo
699,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
700,Buen producto aunque la documentación es confusa.,Positivo
701,El envío llegó tarde y el producto estaba roto.,Negativo
702,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
703,,Negativo
704,El producto es duradero y funciona excelentemente.,Positivo
705,,Negativo
706,Excelente compra. El color y tamaño son perfectos.,Positivo
707,Producto duradero pero el precio es elevado.,Negativo
708,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
709,,Positivo
710,Excelente compra. El color y tamaño son perfectos.,Positivo
711,"Rápido, bien empacado y de buena calidad. Muy contento. #@#&*",Positivo
712,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
713,Buena calidad pero demasiado caro para el mercado.,Positivo
714,El envío llegó tarde y el producto estaba roto.,Negativo
715,Producto defectuoso. Una decepción total.,Negativo
716,El producto falla constantemente. No lo recomiendo.,Negativo
717,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
718,Producto duradero pero el precio es elevado.,Negativo
719,  Muy buen servicio de atención al cliente. Producto duradero.  ,Positivo
720,El producto es duradero y funciona excelentemente.,Positivo
721,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
722,Atención al cliente impecable. Producto de gran calidad.,Positivo
723,Producto duradero pero el precio es elevado.,Negativo
724,Atención al cliente impecable. Producto de gran calidad.,Positivo
725,El producto es duradero y funciona excelentemente.,Positivo
726,Excelente compra. El color y tamaño son perfectos.,Positivo
727,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
728,Buena calidad pero demasiado caro para el mercado.,Negativo
729,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
730,El envío fue rápido y el producto es de muy buena calidad. #@#&*,Positivo
731,,Positivo
732,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
733,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
734,,Positivo
735,Excelente compra. El color y tamaño son perfectos.,Positivo
736,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
737,Excelente compra. El color y tamaño son perfectos.,Positivo
738,"Mala calidad, roto a los pocos días.",Negativo
739,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
740,,Negativo
741,  Rápido en llegar pero el empaque estaba sucio.  ,Negativo
742,El producto es duradero y funciona excelentemente.,Positivo
743,El envío fue rápido y el producto es de muy buena calidad.,Positivo
744,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
745,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
746,"  Excelente calidad, superó mis expectativas. Compraría de nuevo.  ",Positivo
747,Atención al cliente pésima. Producto de mala calidad.,Negativo
748,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
749,El producto es duradero y funciona excelentemente.,Positivo
750,Producto sucio y dañado. No recomendado.,Negativo
751,El color es excelente pero es frágil y se rompió.,Negativo
752,Atención al cliente pésima. Producto de mala calidad.,Negativo
753,Atención al cliente impecable. Producto de gran calidad.,Positivo
754,,Positivo
755,El producto es excelente pero el envío llegó tarde.,Positivo
756,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
757,Pésima calidad. Muy caro para lo que ofrece.,Negativo
758,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
759,Producto defectuoso. Una decepción total.,Negativo
760,,Positivo
761,Llegó rápido pero el tamaño no es el esperado.,Negativo
762,Producto sucio y dañado. No recomendado.,Negativo
763,Atención al cliente pésima. Producto de mala calidad. #@#&*,Negativo
764,El envío fue rápido y el producto es de muy buena calidad.,Positivo
765,El envío llegó tarde y el producto estaba roto.,Negativo
766,El envío fue rápido y el producto es de muy buena calidad.,Positivo
767,Producto defectuoso. Una decepción total.,Negativo
768,Buen producto aunque la documentación es confusa.,Positivo
769,Rápido en llegar pero el empaque estaba sucio.,Negativo
770,Producto duradero pero el precio es elevado.,Negativo
771,  El tamaño no es lo que esperaba y falla después de poco uso.  ,Negativo
772,Producto defectuoso. Una decepción total.,Negativo
773,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
774,El producto es excelente pero el envío llegó tarde.,Negativo
775,Rápido en llegar pero el empaque estaba sucio.,Positivo
776,Llegó rápido pero el tamaño no es el esperado.,Positivo
777,Pésima calidad. Muy caro para lo que ofrece.,Negativo
778,El producto falla constantemente. No lo recomiendo.,Negativo
779,  Producto sucio y dañado. No recomendado.  ,Negativo
780,,Positivo
781,El color es excelente pero es frágil y se rompió.,Positivo
782,"Mala calidad, roto a los pocos días.",Negativo
783,Rápido en llegar pero el empaque estaba sucio.,Positivo
784,El producto falla constantemente. No lo recomiendo.,Negativo
785,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
786,Rápido pero de calidad mediocre.,Negativo
787,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
788,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
789,Buena calidad pero demasiado caro para el mercado.,Positivo
790,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
791,El color es excelente pero es frágil y se rompió.,Positivo
792,Buen producto aunque la documentación es confusa.,Positivo
793,,Positivo
794,Rápido en llegar pero el empaque estaba sucio.,Negativo
795,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
796,El producto es excelente pero el envío llegó tarde.,Negativo
797,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
798,Excelente compra. El color y tamaño son perfectos.,Negativo
799,Pésima calidad. Muy caro para lo que ofrece.,Negativo
800,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
801,,Negativo
802,Producto defectuoso. Una decepción total.,Negativo
803,Excelente compra. El color y tamaño son perfectos.,Positivo
804,Buen producto aunque la documentación es confusa. #@#&*,Positivo
805,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
806,Pésima calidad. Muy caro para lo que ofrece.,Negativo
807,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
808,"Mala calidad, roto a los pocos días.",Negativo
809,El color es excelente pero es frágil y se rompió.,Negativo
810,El producto falla constantemente. No lo recomiendo.,Negativo
811,Llegó rápido pero el tamaño no es el esperado.,Negativo
812,  Producto caro y muy lento en funcionar. Gran decepción.  ,Negativo
813,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
814,Rápido en llegar pero el empaque estaba sucio.,Positivo
815,Excelente compra. El color y tamaño son perfectos.,Positivo
816,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
817,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
818,El envío fue rápido y el producto es de muy buena calidad.,Positivo
819,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
820,Excelente compra. El color y tamaño son perfectos.,Positivo
821,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
822,"Mala calidad, roto a los pocos días.",Negativo
823,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
824,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
825,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
826,Producto defectuoso. Una decepción total.,Negativo
827,Excelente compra. El color y tamaño son perfectos.,Positivo
828,El envío fue rápido y el producto es de muy buena calidad.,Positivo
829,El producto es duradero y funciona excelentemente.,Positivo
830,,Positivo
831,El producto llegó rápido y en excelente estado. Muy recomendado. #@#&*,Positivo
832,El producto es duradero y funciona excelentemente.,Positivo
833,Excelente compra. El color y tamaño son perfectos.,Positivo
834,,Negativo
835,Buena calidad pero demasiado caro para el mercado.,Positivo
836,El producto falla constantemente. No lo recomiendo.,Negativo
837,El envío llegó tarde y el producto estaba roto.,Negativo
838,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
839,Excelente compra. El color y tamaño son perfectos.,Positivo
840,La calidad es excelente y el precio es justo. Muy satisfecho. #@#&*,Positivo
841,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
842,Buena calidad pero demasiado caro para el mercado.,Positivo
843,Buen producto aunque la documentación es confusa.,Negativo
844,El tamaño no es lo que esperaba y falla después de poco uso.,neg
845,Atención al cliente impecable. Producto de gran calidad.,Positivo
846,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
847,Buen producto aunque la documentación es confusa.,Positivo
848,,Positivo
849,El envío llegó tarde y el producto estaba roto.,Negativo
850,Atención al cliente impecable. Producto de gran calidad.,Positivo
851,El color es excelente pero es frágil y se rompió.,Negativo
852,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
853,Producto defectuoso. Una decepción total.,Negativo
854,Excelente producto aunque la atención fue lenta.,Negativo
855,  Producto eficaz y llegó bien empacado. Recomendado.  ,Positivo
856,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
857,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
858,Producto duradero pero el precio es elevado.,Positivo
859,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
860,Excelente compra. El color y tamaño son perfectos.,Positivo
861,Producto eficaz y llegó bien empacado. Recomendado.,POSITIVO
862,Buen producto aunque la documentación es confusa.,Positivo
863,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
864,Buen producto aunque la documentación es confusa.,Positivo
865,El envío fue rápido y el producto es de muy buena calidad.,Positivo
866,Atención al cliente pésima. Producto de mala calidad.,Negativo
867,El producto es duradero y funciona excelentemente.,Positivo
868,El producto es duradero y funciona excelentemente.,Positivo
869,Excelente compra. El color y tamaño son perfectos.,Positivo
870,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
871,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
872,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
873,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
874,El producto es duradero y funciona excelentemente.,Positivo
875,Excelente producto aunque la atención fue lenta.,Negativo
876,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
877,Producto defectuoso. Una decepción total.,Negativo
878,,Positivo
879,Buena calidad pero demasiado caro para el mercado.,Negativo
880,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
881,El producto falla constantemente. No lo recomiendo.,Negativo
882,Atención al cliente impecable. Producto de gran calidad.,Positivo
883,El color es excelente pero es frágil y se rompió.,Negativo
884,Atención al cliente impecable. Producto de gran calidad.,Positivo
885,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
886,,Positivo
887,Pésima calidad. Muy caro para lo que ofrece.,Negativo
888,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
889,"Mala calidad, roto a los pocos días.",Negativo
890,Producto sucio y dañado. No recomendado.,POSITIVO
891,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
892,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
893,Buena calidad pero tiene algunas fallas menores.,
894,Producto sucio y dañado. No recomendado.,Negativo
895,Buena calidad pero tiene algunas fallas menores.,Positivo
896,El color es excelente pero es frágil y se rompió.,Positivo
897,El color es excelente pero es frágil y se rompió.,Positivo
898,Excelente compra. El color y tamaño son perfectos.,Positivo
899,El envío fue rápido y el producto es de muy buena calidad.,Positivo
900,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
901,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
902,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
903,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
904,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
905,El tamaño no es lo que esperaba y falla después de poco uso. #@#&*,Negativo
906,"Mala calidad, roto a los pocos días.",Negativo
907,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
908,Buena calidad pero demasiado caro para el mercado.,Positivo
909,Llegó rápido pero el tamaño no es el esperado.,Positivo
910,El envío llegó tarde y el producto estaba roto.,Negativo
911,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
912,Atención al cliente impecable. Producto de gran calidad.,Positivo
913,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
914,Empaque sucio y producto defectuoso. Muy insatisfecho.,
915,Excelente producto aunque la atención fue lenta.,Positivo
916,El producto es duradero y funciona excelentemente.,Positivo
917,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
918,Excelente producto aunque la atención fue lenta.,Negativo
919,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
920,Excelente compra. El color y tamaño son perfectos.,Positivo
921,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
922,,Positivo
923,Buena calidad pero demasiado caro para el mercado.,Positivo
924,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
925,Atención al cliente impecable. Producto de gran calidad.,neg
926,Rápido en llegar pero el empaque estaba sucio.,Positivo
927,Atención al cliente pésima. Producto de mala calidad.,Negativo
928,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
929,El envío fue rápido y el producto es de muy buena calidad.,Positivo
930,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
931,Atención al cliente impecable. Producto de gran calidad.,Positivo
932,  Rápido pero de calidad mediocre.  ,Negativo
933,Atención al cliente impecable. Producto de gran calidad.,Positivo
934,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
935,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
936,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
937,,Positivo
938,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
939,El color es excelente pero es frágil y se rompió.,Positivo
940,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
941,  Muy buen servicio de atención al cliente. Producto duradero.  ,Positivo
942,Buena calidad pero demasiado caro para el mercado.,Positivo
943,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
944,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
945,Buena calidad pero demasiado caro para el mercado.,Negativo
946,Pésima calidad. Muy caro para lo que ofrece.,Negativo
947,El producto es excelente pero el envío llegó tarde.,Negativo
948,Producto duradero pero el precio es elevado.,Negativo
949,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
950,Rápido en llegar pero el empaque estaba sucio.,Positivo
951,Producto sucio y dañado. No recomendado.,Negativo
952,Rápido pero de calidad mediocre.,Positivo
953,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
954,El producto es duradero y funciona excelentemente.,Positivo
955,Rápido pero de calidad mediocre.,Negativo
956,Producto duradero pero el precio es elevado.,Negativo
957,Excelente compra. El color y tamaño son perfectos.,Positivo
958,El color es excelente pero es frágil y se rompió.,Positivo
959,El envío fue rápido y el producto es de muy buena calidad.,Positivo
960,El envío llegó tarde y el producto estaba roto.,Negativo
961,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
962,Pésima calidad. Muy caro para lo que ofrece.,positivo
963,"Mala calidad, roto a los pocos días.",Negativo
964,Producto sucio y dañado. No recomendado.,Negativo
965,El color es excelente pero es frágil y se rompió.,Negativo
966,Producto defectuoso. Una decepción total.,Negativo
967,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
968,"Mala calidad, roto a los pocos días.",Negativo
969,El producto es duradero y funciona excelentemente.,Positivo
970,Producto caro y muy lento en funcionar. Gran decepción.,
971,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
972,Atención al cliente impecable. Producto de gran calidad.,Positivo
973,El producto es duradero y funciona excelentemente.,Positivo
974,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
975,Excelente compra. El color y tamaño son perfectos.,Positivo
976,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
977,El producto es duradero y funciona excelentemente.,Positivo
978,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
979,El envío llegó tarde y el producto estaba roto.,Negativo
980,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
981,El producto es duradero y funciona excelentemente.,Positivo
982,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
983,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
984,El producto es duradero y funciona excelentemente.,Positivo
985,El producto es duradero y funciona excelentemente.,Positivo
986,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
987,Atención al cliente impecable. Producto de gran calidad.,Positivo
988,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
989,Buena calidad pero demasiado caro para el mercado.,Positivo
990,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
991,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
